x1,x2,x3
-0.53352240176144206,-1.9353375669098738,0.15643180237635637
-1.122048062086665,-0.819671542782874,-0.46468784864386625
-1.7903911090940303,-1.8812060611463552,-0.15423032679818313
-1.206317811922292,-0.5865374574587512,-0.08118307480221011
-1.6870406179127422,-7.181469206462263,0.3709859206030897
-4.122786397348893,-0.6203251699993287,-0.5581285082630416
-1.1872305299290384,-1.027572262894628,1.1045576406503672
-1.5691887545171475,-1.5567385575332011,-0.8209175218714895
-0.15150238482058978,-1.488406782364095,-0.12876615082675438
-1.7393994248956055,-2.48604135522906,1.2849095161545265
-1.4132512440027536,-2.5240328861584422,0.07624470909618797
-2.2569048595092913,-1.7164020623577447,-0.9974275707068218
-0.47948337917848916,-3.329766483844319,0.707530567075043
-1.509821445236885,-1.4219919447587168,-0.3769597819841142
-1.0940229963396746,-3.0872616860246964,0.09870949089340052
-1.1578822092317502,-3.439128396419387,-0.16303854932033776
-0.8896134773040036,-1.778961968095674,0.8199973706211202
-3.1738144064709113,-2.321976606753572,-0.20894391759482092
-2.4308254435304018,-1.2850472085134397,0.16078790540376678
-1.5264987284363956,-2.8270191043656427,0.1154745364414403
-0.7154161649657946,-1.3801875390097686,-0.27162299184494604
-2.003430097595015,-1.9403823067404147,0.2175588563532117
-1.1335871485980986,-2.0509073757594094,1.7400742647046403
-0.8461501256852748,-0.5434701269713106,-0.2717294506967444
-1.9002542149334827,-3.133663889056292,-0.6544699037222622
-2.470374068118121,-0.21362851765196156,-0.44772435016505274
-0.8515600987082111,-1.893901275800588,-0.22809514404178313
-0.9594656271284489,-5.920973601534833,1.6272299740136034
-0.9889906165316177,0.21491078553449353,-0.9532255709624793
-2.7913678660628047,-2.642236108677213,0.93980704740433
-0.45043183830025096,-2.24661851786057,0.13768178627451705
-4.60440901222198,-0.6818639263811296,-1.7239613777208391
-1.3939255082601916,-2.4701957251668225,-0.4932565645228253
-0.2618623938549837,-3.3655602854982734,0.06216181821957446
-1.6102850216414295,-3.0970446096183855,0.5372070644865156
-2.4916176211508976,-0.1872423768005123,-0.90562411106293
-0.4412441556869696,-5.525695819814008,1.0308469417651083
-0.2580782181029998,-1.8412307159001522,0.40029744491788594
-1.0787727636124795,-1.2644977865878342,-0.09633085257159614
-2.706058139288243,-2.205136366073211,2.155563228895145
-0.8033710847795368,-0.8038662817451636,0.7343641181598707
-1.5217263960515188,-1.426731321192126,-0.03299106416788781
-0.9257819741751822,-3.023776427080105,-0.1082189758857253
-1.016488207319726,-3.476013890574201,0.48779975605725245
-2.004279627824028,-0.7685454430235582,-0.47995136613003264
-1.2747267363194974,-1.5359766689706842,-0.772026752561561
-0.9974444765123464,-2.576438876343515,1.721521805153711
-1.187100543119756,-0.7517863674169308,0.7602605858305103
-1.2916409251824477,-1.2429290097829586,-0.880891662303539
-1.2886441905562729,-1.769922713803577,0.800063830843719
-0.24927696298740654,-1.875605266679761,0.8442896299704505
-0.30152752947170525,-0.667024844995793,-0.1071849289744546
-1.123772140816148,-1.6640946941257027,1.0306462332743418
-0.7759412890753294,-4.249924144351994,3.8749547574699537
-2.4446490982173175,-1.883630514167094,2.06042829016684
-1.5925644498441127,-2.113280764496546,-0.04455529561892148
-2.1016158918156886,-2.046084736879312,0.19605440111829187
-0.8489800263253221,-2.4933356084254337,-1.560485667041203
-2.4519030273229356,-1.9149387547570467,0.5067699458734531
-1.7285798237226009,-3.298663272682073,-0.5575726674850441
-0.6336677700761779,-1.6373414492198772,-1.443889568455775
-0.9682457587407811,-3.104052098882278,1.0089486128223955
-1.482668885820023,-1.601562633606126,-0.34127477502411097
-0.23971745577557665,-2.023499589066175,2.2605814300050775
-1.4805314615412675,-4.131936051730388,0.47444226942732
-1.0381439236599261,-1.9595851818426762,-0.4778421822814117
-0.24113589434122745,-1.9939565057791981,1.7826413002302222
-1.1859616159597095,-1.255987617112505,-1.0649655208394713
-1.040909711969629,-2.4982544808894502,0.25649162846758283
-0.8633831358918118,-2.0561596001109157,0.7774638317471347
-1.0104028526951367,-0.34126845024382296,-0.7822537893857382
-1.5218558661733779,-1.2982424888447586,0.4313387054627574
-2.3424766599661093,-2.493729769651108,-0.4323390401168001
-0.4579649908826981,-1.6582429254666018,0.9910791237061367
0.8350684108176775,0.6364715568828271,-1.2896687684412753
-1.5198451353725586,-2.0317534773692194,2.4038903989438456
-0.6513268514746172,-1.4589009204215069,0.21547150041851926
-0.7870392901515755,-2.2597431649979978,1.6628218405763533
-1.2538771293291728,-2.1257371477649043,-0.009686097185831459
-0.8637822006567619,-1.4465218236618858,-0.409805286865177
-1.3347805063265108,-4.847827665391832,0.6628643345847737
-2.1829041159185487,-0.25908051981023544,-0.7450070117449257
-1.5620516872730745,-1.9185366006823654,0.05613025339447805
-1.184006477858677,-2.5470262894614213,0.42536784608461214
-0.32763513634231406,-1.2426327710430471,1.1101087241766492
-2.3013614060314143,-3.9966623431626407,-0.5934044914412061
-0.9828813174752312,-2.6275977276944644,1.4043088636732175
-1.454284409985766,-0.7704406933285173,-0.37176079517240623
-1.7767850426787373,-2.150861306475944,0.027971425504008263
-1.1348020721251244,-2.5731949907121265,0.2032945064716729
-2.619110042290968,-0.6592850370819626,-0.13023817846685443
-1.8680369932424412,-1.3148533046213253,1.9596183872632809
-1.728956264925038,-5.494321119405854,0.14963364818737263
-1.494130317470767,-1.3459723419706944,2.1742175704820688
-2.3591367092894657,-4.654069122154147,0.27945455708218886
-0.7404362181976106,-1.4961031617696823,1.4549555006602848
-1.903865753629411,-3.80912320025396,0.28616707248962914
-3.104095250051212,0.08755609841183579,-0.810496912491267
-0.07607158832875226,-1.0422905985182365,-0.39828966307911307
-1.1149590993534229,-1.9224041757470207,0.6716655109255635
-1.2529858609225883,-1.2209957091721748,2.8048321839994097
-1.2489584774800906,-2.7293359542524858,2.5698734280076314
-3.851913931873596,-0.5615521577369538,-0.25825685563587275
-2.45918365261102,-1.093002089842073,0.008482251103623979
-1.3891544670883278,-1.4899444972711378,-0.449680532042839
-0.8344877051065348,-2.1793222779795163,0.26319708432961086
-0.5963802387030072,-2.0585442876386644,0.4067393085205138
-0.9781545890407587,-2.48145997656412,-0.37369107331910484
-0.5586897671136362,-2.1014359358422205,-0.2604904495892361
-2.104740246795341,-1.9258601067083871,-1.0853657668819867
-2.1507903143951856,-0.032104318848950604,-1.1352708020598405
-3.483925570996171,-1.569296646473258,0.34492827247778085
-1.3530726669959414,-1.824277335072566,0.11494500244793904
-3.1653753890073486,0.1092364829038687,-1.7206258612551557
-2.523713108427947,-0.45524186894199065,-1.3213982093418364
-1.2421366614828033,-1.3767240165618402,-0.4482410869857311
-3.3078135313017523,-2.3693217642586677,-0.2940608800705578
-0.9785402990714782,-1.9589294086481719,0.27224148768228584
-0.35669032612824797,-0.7578947677287762,0.023921402248670003
-1.3966215739465773,-2.04515837602639,1.919239453065936
-1.579247769667996,-1.837374777280684,-1.2299309484240535
-1.1417578317429224,-0.883836893078679,-0.589562764496992
-3.760774767626981,-1.7808097042612128,-0.1761137972470066
-1.5605574065087804,-2.1363099404968264,0.14634669984089427
-5.59822158969202,-1.112065669220202,-0.3601975775422969
-1.5284030886640578,-1.208640308343893,0.1887231335239604
-2.487469739220043,-2.0604128215472497,0.024978883782890746
-4.833256612907393,-3.278846080161842,1.1734000414845491
-2.948998171548819,-0.758852156970331,-1.229528009786693
-1.9486809139196637,-1.2884865582731895,2.357052218181828
-0.9819415629020359,-0.9630410895258311,0.21537867186218945
-3.294664057620024,-0.13051478934059943,-0.17727822896241133
-1.6168961223294043,-1.1524596798878703,-0.36845006894926646
-2.658115734066753,-1.203588309251072,-1.349265282650423
-0.07922749929793618,-5.557873389387229,2.833678647290732
-1.798905145621908,-0.7106643975628096,-0.5913774358931767
-3.338856955439558,-0.06499714548067641,-1.4272658510176888
-4.8933084092319605,-0.021333717735154016,-0.9198724713540039
-1.2711716857388082,-0.9680073780595856,-0.27639043161339927
-2.5366586255439523,-1.4305455289758455,-0.22816336000577936
-2.3642638894532206,-1.7534951600255608,-0.9088776010961832
-1.5900568404395021,-0.3664645520079731,-0.30305975571236726
-1.99860415645755,-0.821660140424313,-0.28531724660326
-2.7194686505506884,-0.5446249895628359,-0.042971584949003605
-0.2606312858155566,-3.673495412273002,0.4427357681399395
-1.412333637850865,-0.9030087493643868,1.188423585873236
-4.5225499498125314,-0.2803261101674439,-0.32958869498992416
-0.7930535167042856,-1.081690825257235,-0.021692128597160593
-2.1868651577790423,-0.462047428430965,-0.9198580251200368
-0.7258770136924599,-1.8047490251683955,0.35579417152685794
-1.494793469996488,-3.2285602295579277,-1.0288125941597952
-2.578427406290759,-2.134977561567316,0.890144093295507
-1.228439366961307,-0.23808973371434897,-1.9929908929247784
-1.476831786097529,-1.590791479177713,-0.2214759348835856
-0.1073533004196286,-2.194782373032155,0.022405462550985404
-0.10456696637222677,-1.269404916073037,1.0937693747556276
-1.5755621878034438,-1.421931962595245,-0.7382742843209731
-1.5144462190721355,-2.100971577038333,-0.1768835839347052
-0.5294990444106882,-1.0883899714325997,0.0789236214313066
-1.138339901774406,-1.4318020585126414,-0.6190425754501007
-2.813286722862697,0.001617596576370186,-1.1640557608937383
-4.5228548084890186,-0.10046674754574739,-1.084027416661369
-3.50632976506448,-1.56116300392364,-0.5172383822626738
-2.2383611175503755,0.4050323190948042,-2.7204046226604977
-0.6725926848336282,-1.051897597714574,-0.2437346771945107
-0.17132584906708054,-2.0063197254633582,0.28038320307836667
-1.6413914416013364,0.3021323227985446,-0.251166164902916
-1.6777857554833244,-0.21970127692799937,-1.180841509938782
-1.0051214732748928,-2.19227067979084,0.47625525497160065
-1.0453868783091496,-0.40218034509553047,-0.08006425834794226
-2.4229234790597927,0.012615774255439983,-0.23891271103979064
-1.8930653569526528,-2.4424527753466583,-0.25501491371368484
-1.9312051925591533,-1.9091347939045547,-0.7936974642316066
-3.7486990187573945,-0.29839233001958904,-2.5288052777319447
-1.8998102273921247,-1.6448146731810203,0.4378670860230585
